"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3379","test_login_scenario[chromium]","tests","Sun Jan 18 01:39:06 UTC 2026","passed","Sun Jan 18 01:39:10 UTC 2026","","test_3o3","",""
